dataset,recording,n_present,missing
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s008_2013/01_tcp_ar/aaaaaoek_s008_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s008_2013/01_tcp_ar/aaaaaoek_s008_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s008_2013/01_tcp_ar/aaaaaoek_s008_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s008_2013/01_tcp_ar/aaaaaoek_s008_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s008_2013/01_tcp_ar/aaaaaoek_s008_t010.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s009_2013/01_tcp_ar/aaaaaoek_s009_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s010_2013/01_tcp_ar/aaaaaoek_s010_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t010.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s011_2013/01_tcp_ar/aaaaaoek_s011_t011.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s012_2013/01_tcp_ar/aaaaaoek_s012_t010.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s013_2013/01_tcp_ar/aaaaaoek_s013_t000.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s013_2013/01_tcp_ar/aaaaaoek_s013_t001.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s013_2013/01_tcp_ar/aaaaaoek_s013_t002.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s013_2013/01_tcp_ar/aaaaaoek_s013_t003.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s013_2013/01_tcp_ar/aaaaaoek_s013_t004.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s013_2013/01_tcp_ar/aaaaaoek_s013_t005.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s013_2013/01_tcp_ar/aaaaaoek_s013_t006.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s013_2013/01_tcp_ar/aaaaaoek_s013_t007.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s013_2013/01_tcp_ar/aaaaaoek_s013_t008.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s014_2013/01_tcp_ar/aaaaaoek_s014_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s014_2013/01_tcp_ar/aaaaaoek_s014_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s014_2013/01_tcp_ar/aaaaaoek_s014_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s015_2013/01_tcp_ar/aaaaaoek_s015_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s015_2013/01_tcp_ar/aaaaaoek_s015_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s015_2013/01_tcp_ar/aaaaaoek_s015_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s015_2013/01_tcp_ar/aaaaaoek_s015_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s015_2013/01_tcp_ar/aaaaaoek_s015_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s015_2013/01_tcp_ar/aaaaaoek_s015_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s015_2013/01_tcp_ar/aaaaaoek_s015_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t000.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t001.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t002.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t003.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t004.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t005.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t006.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t007.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t008.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t009.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t010.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t011.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t012.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t013.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t014.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t015.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t016.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t017.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t018.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t019.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s016_2013/01_tcp_ar/aaaaaoek_s016_t020.edf,16,Fz-Cz;Cz-Pz
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s017_2013/01_tcp_ar/aaaaaoek_s017_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s017_2013/01_tcp_ar/aaaaaoek_s017_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s017_2013/01_tcp_ar/aaaaaoek_s017_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s017_2013/01_tcp_ar/aaaaaoek_s017_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s017_2013/01_tcp_ar/aaaaaoek_s017_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s017_2013/01_tcp_ar/aaaaaoek_s017_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s017_2013/01_tcp_ar/aaaaaoek_s017_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s017_2013/01_tcp_ar/aaaaaoek_s017_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s018_2013/01_tcp_ar/aaaaaoek_s018_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s018_2013/01_tcp_ar/aaaaaoek_s018_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s018_2013/01_tcp_ar/aaaaaoek_s018_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s018_2013/01_tcp_ar/aaaaaoek_s018_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s018_2013/01_tcp_ar/aaaaaoek_s018_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s018_2013/01_tcp_ar/aaaaaoek_s018_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s018_2013/01_tcp_ar/aaaaaoek_s018_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s019_2013/01_tcp_ar/aaaaaoek_s019_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s019_2013/01_tcp_ar/aaaaaoek_s019_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s019_2013/01_tcp_ar/aaaaaoek_s019_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s019_2013/01_tcp_ar/aaaaaoek_s019_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s019_2013/01_tcp_ar/aaaaaoek_s019_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s020_2013/01_tcp_ar/aaaaaoek_s020_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s020_2013/01_tcp_ar/aaaaaoek_s020_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s020_2013/01_tcp_ar/aaaaaoek_s020_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s020_2013/01_tcp_ar/aaaaaoek_s020_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s020_2013/01_tcp_ar/aaaaaoek_s020_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s020_2013/01_tcp_ar/aaaaaoek_s020_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s020_2013/01_tcp_ar/aaaaaoek_s020_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s020_2013/01_tcp_ar/aaaaaoek_s020_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s021_2013/01_tcp_ar/aaaaaoek_s021_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s021_2013/01_tcp_ar/aaaaaoek_s021_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s021_2013/01_tcp_ar/aaaaaoek_s021_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s022_2013/01_tcp_ar/aaaaaoek_s022_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s023_2013/01_tcp_ar/aaaaaoek_s023_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s023_2013/01_tcp_ar/aaaaaoek_s023_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s023_2013/01_tcp_ar/aaaaaoek_s023_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s024_2013/01_tcp_ar/aaaaaoek_s024_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s025_2013/01_tcp_ar/aaaaaoek_s025_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s025_2013/01_tcp_ar/aaaaaoek_s025_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s025_2013/01_tcp_ar/aaaaaoek_s025_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s025_2013/01_tcp_ar/aaaaaoek_s025_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s025_2013/01_tcp_ar/aaaaaoek_s025_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s025_2013/01_tcp_ar/aaaaaoek_s025_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s025_2013/01_tcp_ar/aaaaaoek_s025_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t010.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s027_2013/01_tcp_ar/aaaaaoek_s027_t011.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s028_2013/01_tcp_ar/aaaaaoek_s028_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s029_2013/01_tcp_ar/aaaaaoek_s029_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s029_2013/01_tcp_ar/aaaaaoek_s029_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s029_2013/01_tcp_ar/aaaaaoek_s029_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s029_2013/01_tcp_ar/aaaaaoek_s029_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s029_2013/01_tcp_ar/aaaaaoek_s029_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s029_2013/01_tcp_ar/aaaaaoek_s029_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s029_2013/01_tcp_ar/aaaaaoek_s029_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s029_2013/01_tcp_ar/aaaaaoek_s029_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s029_2013/01_tcp_ar/aaaaaoek_s029_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s030_2013/01_tcp_ar/aaaaaoek_s030_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s030_2013/01_tcp_ar/aaaaaoek_s030_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s030_2013/01_tcp_ar/aaaaaoek_s030_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s030_2013/01_tcp_ar/aaaaaoek_s030_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s030_2013/01_tcp_ar/aaaaaoek_s030_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s030_2013/01_tcp_ar/aaaaaoek_s030_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t010.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t011.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t012.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t013.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t014.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s031_2013/01_tcp_ar/aaaaaoek_s031_t015.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s032_2013/01_tcp_ar/aaaaaoek_s032_t010.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t010.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t011.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s033_2013/01_tcp_ar/aaaaaoek_s033_t012.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t000.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t001.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t002.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t003.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t004.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t005.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t006.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t007.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t008.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t009.edf,18,
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t010.edf,18,
